Phase,Indicator,Group,State,Subgroup,Time Period,Time Period Label,Value,Low CI,High CI,Confidence Interval,Quartile range
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,13,Aug 19 - Aug 31,38.2,34.7,41.9,34.7 - 41.9,35.7-38.2
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,Indiana,13,Aug 19 - Aug 31,38.2,34.4,42.0,34.4 - 42.0,35.7-38.2
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,Iowa,13,Aug 19 - Aug 31,33.2,29.7,36.8,29.7 - 36.8,24.2-33.2
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,Kansas,13,Aug 19 - Aug 31,35.9,32.8,39.2,32.8 - 39.2,35.7-38.2
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,Kentucky,13,Aug 19 - Aug 31,38.7,35.0,42.4,35.0 - 42.4,38.3-40.4
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,Louisiana,13,Aug 19 - Aug 31,39.7,35.6,44.0,35.6 - 44.0,38.3-40.4
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,Maine,13,Aug 19 - Aug 31,39.3,34.8,43.9,34.8 - 43.9,38.3-40.4
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,13,Aug 19 - Aug 31,34.1,31.1,37.3,31.1 - 37.3,33.3-35.6
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,13,Aug 19 - Aug 31,35.8,33.4,38.3,33.4 - 38.3,35.7-38.2
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,13,Aug 19 - Aug 31,36.7,33.5,39.8,33.5 - 39.8,35.7-38.2
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,13,Aug 19 - Aug 31,31.8,29.2,34.4,29.2 - 34.4,24.2-33.2
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,13,Aug 19 - Aug 31,33.2,29.1,37.5,29.1 - 37.5,24.2-33.2
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,13,Aug 19 - Aug 31,33.5,30.3,36.8,30.3 - 36.8,33.3-35.6
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,13,Aug 19 - Aug 31,30.7,26.7,35.1,26.7 - 35.1,24.2-33.2
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,13,Aug 19 - Aug 31,32.0,28.2,36.1,28.2 - 36.1,24.2-33.2
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,13,Aug 19 - Aug 31,40.4,37.3,43.5,37.3 - 43.5,38.3-40.4
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,New Hampshire,13,Aug 19 - Aug 31,31.5,27.1,36.2,27.1 - 36.2,24.2-33.2
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,13,Aug 19 - Aug 31,37.8,34.6,41.2,34.6 - 41.2,35.7-38.2
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,13,Aug 19 - Aug 31,38.9,34.9,43.0,34.9 - 43.0,38.3-40.4
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,New York,13,Aug 19 - Aug 31,34.4,31.3,37.6,31.3 - 37.6,33.3-35.6
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,13,Aug 19 - Aug 31,32.3,28.6,36.3,28.6 - 36.3,24.2-33.2
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,13,Aug 19 - Aug 31,29.6,25.3,34.3,25.3 - 34.3,24.2-33.2
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,13,Aug 19 - Aug 31,37.3,34.3,40.4,34.3 - 40.4,35.7-38.2
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,13,Aug 19 - Aug 31,38.6,34.9,42.4,34.9 - 42.4,38.3-40.4
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,Oregon,13,Aug 19 - Aug 31,38.4,35.4,41.6,35.4 - 41.6,38.3-40.4
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,Pennsylvania,13,Aug 19 - Aug 31,35.7,32.4,39.0,32.4 - 39.0,35.7-38.2
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,Rhode Island,13,Aug 19 - Aug 31,34.2,30.2,38.3,30.2 - 38.3,33.3-35.6
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,South Carolina,13,Aug 19 - Aug 31,30.4,27.0,34.0,27.0 - 34.0,24.2-33.2
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,South Dakota,13,Aug 19 - Aug 31,24.2,19.6,29.4,19.6 - 29.4,24.2-33.2
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,Tennessee,13,Aug 19 - Aug 31,38.4,34.9,42.1,34.9 - 42.1,38.3-40.4
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,Texas,13,Aug 19 - Aug 31,37.1,34.6,39.7,34.6 - 39.7,35.7-38.2
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,13,Aug 19 - Aug 31,34.4,31.8,37.1,31.8 - 37.1,33.3-35.6
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,13,Aug 19 - Aug 31,32.0,27.6,36.8,27.6 - 36.8,24.2-33.2
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,13,Aug 19 - Aug 31,35.2,32.1,38.4,32.1 - 38.4,33.3-35.6
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,13,Aug 19 - Aug 31,37.2,34.9,39.6,34.9 - 39.6,35.7-38.2
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,13,Aug 19 - Aug 31,34.5,29.9,39.3,29.9 - 39.3,33.3-35.6
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,Wisconsin,13,Aug 19 - Aug 31,29.1,26.0,32.3,26.0 - 32.3,24.2-33.2
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,Wyoming,13,Aug 19 - Aug 31,35.6,30.9,40.5,30.9 - 40.5,33.3-35.6
2,Symptoms of Depressive Disorder,National Estimate,United States,United States,14,Sep 2 - Sep 14,24.4,23.9,25.0,23.9 - 25.0,
2,Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,14,Sep 2 - Sep 14,34.9,33.0,36.8,33.0 - 36.8,
2,Symptoms of Depressive Disorder,By Age,United States,30 - 39 years,14,Sep 2 - Sep 14,27.2,26.0,28.6,26.0 - 28.6,
2,Symptoms of Depressive Disorder,By Age,United States,40 - 49 years,14,Sep 2 - Sep 14,25.8,24.4,27.2,24.4 - 27.2,
2,Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,14,Sep 2 - Sep 14,23.1,21.8,24.4,21.8 - 24.4,
2,Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,14,Sep 2 - Sep 14,19.4,18.4,20.4,18.4 - 20.4,
2,Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,14,Sep 2 - Sep 14,14.9,13.3,16.7,13.3 - 16.7,
2,Symptoms of Depressive Disorder,By Age,United States,80 years and above,14,Sep 2 - Sep 14,13.3,10.7,16.2,10.7 - 16.2,
2,Symptoms of Depressive Disorder,By Gender,United States,Male,14,Sep 2 - Sep 14,22.8,21.8,23.8,21.8 - 23.8,
2,Symptoms of Depressive Disorder,By Gender,United States,Female,14,Sep 2 - Sep 14,26.0,25.1,26.8,25.1 - 26.8,
2,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,14,Sep 2 - Sep 14,28.9,27.5,30.5,27.5 - 30.5,
2,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",14,Sep 2 - Sep 14,22.7,22.0,23.3,22.0 - 23.3,
2,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",14,Sep 2 - Sep 14,28.5,26.7,30.4,26.7 - 30.4,
2,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",14,Sep 2 - Sep 14,19.1,17.3,21.0,17.3 - 21.0,
2,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",14,Sep 2 - Sep 14,31.4,28.6,34.4,28.6 - 34.4,
2,Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,14,Sep 2 - Sep 14,33.0,29.0,37.1,29.0 - 37.1,
2,Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,14,Sep 2 - Sep 14,25.7,24.2,27.1,24.2 - 27.1,
2,Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,14,Sep 2 - Sep 14,27.5,26.6,28.4,26.6 - 28.4,
2,Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,14,Sep 2 - Sep 14,18.4,17.9,19.0,17.9 - 19.0,
2,Symptoms of Depressive Disorder,By State,Alabama,Alabama,14,Sep 2 - Sep 14,25.2,22.1,28.4,22.1 - 28.4,23.3-26.5
2,Symptoms of Depressive Disorder,By State,Alaska,Alaska,14,Sep 2 - Sep 14,23.6,20.6,26.7,20.6 - 26.7,23.3-26.5
2,Symptoms of Depressive Disorder,By State,Arizona,Arizona,14,Sep 2 - Sep 14,26.5,23.4,29.7,23.4 - 29.7,23.3-26.5
2,Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,14,Sep 2 - Sep 14,29.8,26.4,33.4,26.4 - 33.4,26.6-30.3
2,Symptoms of Depressive Disorder,By State,California,California,14,Sep 2 - Sep 14,27.6,25.3,30.0,25.3 - 30.0,26.6-30.3
2,Symptoms of Depressive Disorder,By State,Colorado,Colorado,14,Sep 2 - Sep 14,22.7,20.2,25.4,20.2 - 25.4,21.8-23.2
2,Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,14,Sep 2 - Sep 14,21.2,18.3,24.4,18.3 - 24.4,17.4-21.7
2,Symptoms of Depressive Disorder,By State,Delaware,Delaware,14,Sep 2 - Sep 14,23.3,19.1,27.9,19.1 - 27.9,23.3-26.5
2,Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,14,Sep 2 - Sep 14,20.9,16.9,25.3,16.9 - 25.3,17.4-21.7
2,Symptoms of Depressive Disorder,By State,Florida,Florida,14,Sep 2 - Sep 14,25.3,22.2,28.5,22.2 - 28.5,23.3-26.5
2,Symptoms of Depressive Disorder,By State,Georgia,Georgia,14,Sep 2 - Sep 14,23.2,20.2,26.4,20.2 - 26.4,21.8-23.2
2,Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,14,Sep 2 - Sep 14,29.4,25.2,33.9,25.2 - 33.9,26.6-30.3
2,Symptoms of Depressive Disorder,By State,Idaho,Idaho,14,Sep 2 - Sep 14,21.8,19.2,24.7,19.2 - 24.7,21.8-23.2
2,Symptoms of Depressive Disorder,By State,Illinois,Illinois,14,Sep 2 - Sep 14,24.2,21.3,27.3,21.3 - 27.3,23.3-26.5
2,Symptoms of Depressive Disorder,By State,Indiana,Indiana,14,Sep 2 - Sep 14,20.7,17.8,23.7,17.8 - 23.7,17.4-21.7
2,Symptoms of Depressive Disorder,By State,Iowa,Iowa,14,Sep 2 - Sep 14,22.8,19.7,26.0,19.7 - 26.0,21.8-23.2
2,Symptoms of Depressive Disorder,By State,Kansas,Kansas,14,Sep 2 - Sep 14,19.3,17.0,21.7,17.0 - 21.7,17.4-21.7
2,Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,14,Sep 2 - Sep 14,30.1,26.1,34.4,26.1 - 34.4,26.6-30.3
2,Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,14,Sep 2 - Sep 14,30.3,26.1,34.7,26.1 - 34.7,26.6-30.3
2,Symptoms of Depressive Disorder,By State,Maine,Maine,14,Sep 2 - Sep 14,20.4,16.8,24.4,16.8 - 24.4,17.4-21.7
2,Symptoms of Depressive Disorder,By State,Maryland,Maryland,14,Sep 2 - Sep 14,23.3,20.6,26.2,20.6 - 26.2,23.3-26.5
2,Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,14,Sep 2 - Sep 14,20.5,17.8,23.3,17.8 - 23.3,17.4-21.7
2,Symptoms of Depressive Disorder,By State,Michigan,Michigan,14,Sep 2 - Sep 14,23.4,21.1,25.8,21.1 - 25.8,23.3-26.5
2,Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,14,Sep 2 - Sep 14,18.6,16.2,21.2,16.2 - 21.2,17.4-21.7
2,Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,14,Sep 2 - Sep 14,28.4,24.7,32.4,24.7 - 32.4,26.6-30.3
2,Symptoms of Depressive Disorder,By State,Missouri,Missouri,14,Sep 2 - Sep 14,21.8,18.6,25.4,18.6 - 25.4,21.8-23.2
2,Symptoms of Depressive Disorder,By State,Montana,Montana,14,Sep 2 - Sep 14,22.2,19.1,25.4,19.1 - 25.4,21.8-23.2
2,Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,14,Sep 2 - Sep 14,21.7,19.0,24.7,19.0 - 24.7,17.4-21.7
2,Symptoms of Depressive Disorder,By State,Nevada,Nevada,14,Sep 2 - Sep 14,27.1,24.0,30.3,24.0 - 30.3,26.6-30.3
2,Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,14,Sep 2 - Sep 14,22.1,18.7,25.8,18.7 - 25.8,21.8-23.2
2,Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,14,Sep 2 - Sep 14,21.9,18.5,25.5,18.5 - 25.5,21.8-23.2
2,Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,14,Sep 2 - Sep 14,27.5,24.2,31.0,24.2 - 31.0,26.6-30.3
2,Symptoms of Depressive Disorder,By State,New York,New York,14,Sep 2 - Sep 14,25.1,21.6,28.8,21.6 - 28.8,23.3-26.5
2,Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,14,Sep 2 - Sep 14,20.9,17.8,24.3,17.8 - 24.3,17.4-21.7
2,Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,14,Sep 2 - Sep 14,17.4,13.4,22.1,13.4 - 22.1,17.4-21.7
2,Symptoms of Depressive Disorder,By State,Ohio,Ohio,14,Sep 2 - Sep 14,25.4,21.6,29.6,21.6 - 29.6,23.3-26.5
2,Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,14,Sep 2 - Sep 14,26.5,23.4,29.9,23.4 - 29.9,23.3-26.5
2,Symptoms of Depressive Disorder,By State,Oregon,Oregon,14,Sep 2 - Sep 14,26.7,24.4,29.2,24.4 - 29.2,26.6-30.3
2,Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,14,Sep 2 - Sep 14,22.9,19.7,26.4,19.7 - 26.4,21.8-23.2
2,Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,14,Sep 2 - Sep 14,25.3,20.6,30.3,20.6 - 30.3,23.3-26.5
2,Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,14,Sep 2 - Sep 14,22.9,19.2,27.0,19.2 - 27.0,21.8-23.2
2,Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,14,Sep 2 - Sep 14,20.2,17.0,23.7,17.0 - 23.7,17.4-21.7
2,Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,14,Sep 2 - Sep 14,24.0,21.0,27.2,21.0 - 27.2,23.3-26.5
2,Symptoms of Depressive Disorder,By State,Texas,Texas,14,Sep 2 - Sep 14,26.9,24.6,29.3,24.6 - 29.3,26.6-30.3
2,Symptoms of Depressive Disorder,By State,Utah,Utah,14,Sep 2 - Sep 14,22.0,19.4,24.7,19.4 - 24.7,21.8-23.2
2,Symptoms of Depressive Disorder,By State,Vermont,Vermont,14,Sep 2 - Sep 14,19.6,15.7,23.8,15.7 - 23.8,17.4-21.7
2,Symptoms of Depressive Disorder,By State,Virginia,Virginia,14,Sep 2 - Sep 14,22.4,19.9,25.2,19.9 - 25.2,21.8-23.2
2,Symptoms of Depressive Disorder,By State,Washington,Washington,14,Sep 2 - Sep 14,22.7,20.5,24.9,20.5 - 24.9,21.8-23.2
2,Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,14,Sep 2 - Sep 14,26.9,21.3,33.0,21.3 - 33.0,26.6-30.3
2,Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,14,Sep 2 - Sep 14,19.3,16.4,22.4,16.4 - 22.4,17.4-21.7
2,Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,14,Sep 2 - Sep 14,23.6,19.7,28.0,19.7 - 28.0,23.3-26.5
2,Symptoms of Anxiety Disorder,National Estimate,United States,United States,14,Sep 2 - Sep 14,31.6,31.0,32.1,31.0 - 32.1,
2,Symptoms of Anxiety Disorder,By Age,United States,18 - 29 years,14,Sep 2 - Sep 14,40.6,38.6,42.5,38.6 - 42.5,
2,Symptoms of Anxiety Disorder,By Age,United States,30 - 39 years,14,Sep 2 - Sep 14,37.9,36.8,39.0,36.8 - 39.0,
2,Symptoms of Anxiety Disorder,By Age,United States,40 - 49 years,14,Sep 2 - Sep 14,33.7,32.4,35.0,32.4 - 35.0,
2,Symptoms of Anxiety Disorder,By Age,United States,50 - 59 years,14,Sep 2 - Sep 14,30.8,29.3,32.3,29.3 - 32.3,
2,Symptoms of Anxiety Disorder,By Age,United States,60 - 69 years,14,Sep 2 - Sep 14,24.9,23.9,25.9,23.9 - 25.9,
2,Symptoms of Anxiety Disorder,By Age,United States,70 - 79 years,14,Sep 2 - Sep 14,19.2,17.5,20.9,17.5 - 20.9,
2,Symptoms of Anxiety Disorder,By Age,United States,80 years and above,14,Sep 2 - Sep 14,17.7,13.8,22.1,13.8 - 22.1,
2,Symptoms of Anxiety Disorder,By Gender,United States,Male,14,Sep 2 - Sep 14,27.2,26.5,28.0,26.5 - 28.0,
2,Symptoms of Anxiety Disorder,By Gender,United States,Female,14,Sep 2 - Sep 14,35.5,34.7,36.4,34.7 - 36.4,
2,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,14,Sep 2 - Sep 14,35.9,34.1,37.8,34.1 - 37.8,
2,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",14,Sep 2 - Sep 14,30.4,29.7,31.2,29.7 - 31.2,
2,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",14,Sep 2 - Sep 14,33.0,31.1,35.0,31.1 - 35.0,
2,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",14,Sep 2 - Sep 14,21.5,19.5,23.5,19.5 - 23.5,
2,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",14,Sep 2 - Sep 14,42.1,38.0,46.3,38.0 - 46.3,
2,Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,14,Sep 2 - Sep 14,38.9,34.7,43.3,34.7 - 43.3,
2,Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,14,Sep 2 - Sep 14,30.6,29.3,32.0,29.3 - 32.0,
2,Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,14,Sep 2 - Sep 14,33.8,33.0,34.6,33.0 - 34.6,
2,Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,14,Sep 2 - Sep 14,28.5,27.9,29.2,27.9 - 29.2,
2,Symptoms of Anxiety Disorder,By State,Alabama,Alabama,14,Sep 2 - Sep 14,33.7,30.1,37.5,30.1 - 37.5,33.5-36.9
2,Symptoms of Anxiety Disorder,By State,Alaska,Alaska,14,Sep 2 - Sep 14,28.4,25.7,31.2,25.7 - 31.2,22.2-29.0
2,Symptoms of Anxiety Disorder,By State,Arizona,Arizona,14,Sep 2 - Sep 14,33.4,30.5,36.3,30.5 - 36.3,31.2-33.4
2,Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,14,Sep 2 - Sep 14,36.0,32.0,40.2,32.0 - 40.2,33.5-36.9
2,Symptoms of Anxiety Disorder,By State,California,California,14,Sep 2 - Sep 14,34.2,32.3,36.2,32.3 - 36.2,33.5-36.9
2,Symptoms of Anxiety Disorder,By State,Colorado,Colorado,14,Sep 2 - Sep 14,33.4,30.1,36.9,30.1 - 36.9,31.2-33.4
2,Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,14,Sep 2 - Sep 14,33.1,29.8,36.4,29.8 - 36.4,31.2-33.4
2,Symptoms of Anxiety Disorder,By State,Delaware,Delaware,14,Sep 2 - Sep 14,29.8,25.5,34.3,25.5 - 34.3,29.1-31.1
2,Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,14,Sep 2 - Sep 14,33.3,28.6,38.1,28.6 - 38.1,31.2-33.4
2,Symptoms of Anxiety Disorder,By State,Florida,Florida,14,Sep 2 - Sep 14,31.3,28.5,34.1,28.5 - 34.1,31.2-33.4
2,Symptoms of Anxiety Disorder,By State,Georgia,Georgia,14,Sep 2 - Sep 14,31.1,27.8,34.5,27.8 - 34.5,29.1-31.1
2,Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,14,Sep 2 - Sep 14,34.4,30.2,38.9,30.2 - 38.9,33.5-36.9
2,Symptoms of Anxiety Disorder,By State,Idaho,Idaho,14,Sep 2 - Sep 14,31.2,28.2,34.4,28.2 - 34.4,31.2-33.4
2,Symptoms of Anxiety Disorder,By State,Illinois,Illinois,14,Sep 2 - Sep 14,32.6,29.5,35.7,29.5 - 35.7,31.2-33.4
2,Symptoms of Anxiety Disorder,By State,Indiana,Indiana,14,Sep 2 - Sep 14,30.0,27.0,33.1,27.0 - 33.1,29.1-31.1
2,Symptoms of Anxiety Disorder,By State,Iowa,Iowa,14,Sep 2 - Sep 14,26.8,23.8,30.0,23.8 - 30.0,22.2-29.0
2,Symptoms of Anxiety Disorder,By State,Kansas,Kansas,14,Sep 2 - Sep 14,28.7,25.7,31.8,25.7 - 31.8,22.2-29.0
2,Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,14,Sep 2 - Sep 14,34.2,30.4,38.2,30.4 - 38.2,33.5-36.9
2,Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,14,Sep 2 - Sep 14,36.8,33.2,40.5,33.2 - 40.5,33.5-36.9
2,Symptoms of Anxiety Disorder,By State,Maine,Maine,14,Sep 2 - Sep 14,29.8,25.1,34.8,25.1 - 34.8,29.1-31.1
2,Symptoms of Anxiety Disorder,By State,Maryland,Maryland,14,Sep 2 - Sep 14,29.8,26.6,33.1,26.6 - 33.1,29.1-31.1
2,Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,14,Sep 2 - Sep 14,28.7,26.1,31.5,26.1 - 31.5,22.2-29.0
2,Symptoms of Anxiety Disorder,By State,Michigan,Michigan,14,Sep 2 - Sep 14,32.4,29.1,35.8,29.1 - 35.8,31.2-33.4
2,Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,14,Sep 2 - Sep 14,26.0,23.5,28.7,23.5 - 28.7,22.2-29.0
2,Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,14,Sep 2 - Sep 14,31.3,27.5,35.2,27.5 - 35.2,31.2-33.4
2,Symptoms of Anxiety Disorder,By State,Missouri,Missouri,14,Sep 2 - Sep 14,29.0,25.5,32.7,25.5 - 32.7,22.2-29.0
2,Symptoms of Anxiety Disorder,By State,Montana,Montana,14,Sep 2 - Sep 14,29.6,26.1,33.2,26.1 - 33.2,29.1-31.1
2,Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,14,Sep 2 - Sep 14,25.7,22.5,29.0,22.5 - 29.0,22.2-29.0
2,Symptoms of Anxiety Disorder,By State,Nevada,Nevada,14,Sep 2 - Sep 14,32.1,28.4,36.0,28.4 - 36.0,31.2-33.4
2,Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,14,Sep 2 - Sep 14,31.6,28.0,35.4,28.0 - 35.4,31.2-33.4
2,Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,14,Sep 2 - Sep 14,30.7,27.4,34.2,27.4 - 34.2,29.1-31.1
2,Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,14,Sep 2 - Sep 14,34.7,30.8,38.7,30.8 - 38.7,33.5-36.9
2,Symptoms of Anxiety Disorder,By State,New York,New York,14,Sep 2 - Sep 14,33.5,29.7,37.5,29.7 - 37.5,33.5-36.9
2,Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,14,Sep 2 - Sep 14,27.4,24.2,30.7,24.2 - 30.7,22.2-29.0
2,Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,14,Sep 2 - Sep 14,22.2,18.9,25.8,18.9 - 25.8,22.2-29.0
2,Symptoms of Anxiety Disorder,By State,Ohio,Ohio,14,Sep 2 - Sep 14,32.1,28.7,35.7,28.7 - 35.7,31.2-33.4
2,Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,14,Sep 2 - Sep 14,34.5,31.4,37.6,31.4 - 37.6,33.5-36.9
2,Symptoms of Anxiety Disorder,By State,Oregon,Oregon,14,Sep 2 - Sep 14,36.9,33.9,40.0,33.9 - 40.0,33.5-36.9
2,Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,14,Sep 2 - Sep 14,29.8,26.9,32.8,26.9 - 32.8,29.1-31.1
2,Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,14,Sep 2 - Sep 14,31.1,26.2,36.3,26.2 - 36.3,29.1-31.1
2,Symptoms of Anxiety Disorder,By State,South Carolina,South Carolina,14,Sep 2 - Sep 14,27.7,24.1,31.5,24.1 - 31.5,22.2-29.0
2,Symptoms of Anxiety Disorder,By State,South Dakota,South Dakota,14,Sep 2 - Sep 14,24.7,21.5,28.1,21.5 - 28.1,22.2-29.0
2,Symptoms of Anxiety Disorder,By State,Tennessee,Tennessee,14,Sep 2 - Sep 14,27.6,24.1,31.3,24.1 - 31.3,22.2-29.0
2,Symptoms of Anxiety Disorder,By State,Texas,Texas,14,Sep 2 - Sep 14,32.6,30.1,35.1,30.1 - 35.1,31.2-33.4
2,Symptoms of Anxiety Disorder,By State,Utah,Utah,14,Sep 2 - Sep 14,29.2,26.6,31.9,26.6 - 31.9,29.1-31.1
2,Symptoms of Anxiety Disorder,By State,Vermont,Vermont,14,Sep 2 - Sep 14,30.2,26.2,34.5,26.2 - 34.5,29.1-31.1
2,Symptoms of Anxiety Disorder,By State,Virginia,Virginia,14,Sep 2 - Sep 14,29.1,26.2,32.2,26.2 - 32.2,29.1-31.1
2,Symptoms of Anxiety Disorder,By State,Washington,Washington,14,Sep 2 - Sep 14,30.8,28.8,32.9,28.8 - 32.9,29.1-31.1
2,Symptoms of Anxiety Disorder,By State,West Virginia,West Virginia,14,Sep 2 - Sep 14,33.5,28.9,38.3,28.9 - 38.3,33.5-36.9
2,Symptoms of Anxiety Disorder,By State,Wisconsin,Wisconsin,14,Sep 2 - Sep 14,27.5,23.6,31.5,23.6 - 31.5,22.2-29.0
2,Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,14,Sep 2 - Sep 14,29.4,25.8,33.2,25.8 - 33.2,29.1-31.1
